date,date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,turnover_portfolio,turnover_stock,cost,net_ret
19930226,1994-02-28,1994,2,"AP-Trees baseline (static, no TC, lagged trade)",0.018582002583766778,1.0,0.0,1.0,0.0,0.0,0.018582002583766778
19930331,1994-03-31,1994,3,"AP-Trees baseline (static, no TC, lagged trade)",0.03221739351934497,0.0,0.0,0.0,0.0,0.0,0.03221739351934497
19930430,1994-04-30,1994,4,"AP-Trees baseline (static, no TC, lagged trade)",0.018511900554430784,0.0,0.0,0.0,0.0,0.0,0.018511900554430784
19930528,1994-05-31,1994,5,"AP-Trees baseline (static, no TC, lagged trade)",0.05383692413072836,0.0,0.0,0.0,0.0,0.0,0.05383692413072836
19930630,1994-06-30,1994,6,"AP-Trees baseline (static, no TC, lagged trade)",0.02473334820880008,0.0,0.0,0.0,0.0,0.0,0.02473334820880008
19930730,1994-07-31,1994,7,"AP-Trees baseline (static, no TC, lagged trade)",0.028253591539104887,0.0,0.0,0.0,0.0,0.0,0.028253591539104887
19930831,1994-08-31,1994,8,"AP-Trees baseline (static, no TC, lagged trade)",0.03421319423606672,0.0,0.0,0.0,0.0,0.0,0.03421319423606672
19930930,1994-09-30,1994,9,"AP-Trees baseline (static, no TC, lagged trade)",0.04331671457767308,0.0,0.0,0.0,0.0,0.0,0.04331671457767308
19931029,1994-10-31,1994,10,"AP-Trees baseline (static, no TC, lagged trade)",0.06674626487935628,0.0,0.0,0.0,0.0,0.0,0.06674626487935628
19931130,1994-11-30,1994,11,"AP-Trees baseline (static, no TC, lagged trade)",-0.005106976475884362,0.0,0.0,0.0,0.0,0.0,-0.005106976475884362
19931231,1994-12-31,1994,12,"AP-Trees baseline (static, no TC, lagged trade)",0.00335695942417946,0.0,0.0,0.0,0.0,0.0,0.00335695942417946
19940131,1995-01-31,1995,1,"AP-Trees baseline (static, no TC, lagged trade)",0.07918932393398406,0.0,0.0,0.0,0.0,0.0,0.07918932393398406
19940228,1995-02-28,1995,2,"AP-Trees baseline (static, no TC, lagged trade)",0.020279395341391178,0.0,0.0,0.0,0.0,0.0,0.020279395341391178
19940331,1995-03-31,1995,3,"AP-Trees baseline (static, no TC, lagged trade)",-0.029185789710336717,0.0,0.0,0.0,0.0,0.0,-0.029185789710336717
19940429,1995-04-30,1995,4,"AP-Trees baseline (static, no TC, lagged trade)",-0.031071152325917315,0.0,0.0,0.0,0.0,0.0,-0.031071152325917315
19940531,1995-05-31,1995,5,"AP-Trees baseline (static, no TC, lagged trade)",0.012595829601678758,0.0,0.0,0.0,0.0,0.0,0.012595829601678758
19940630,1995-06-30,1995,6,"AP-Trees baseline (static, no TC, lagged trade)",-0.038804716558506085,0.0,0.0,0.0,0.0,0.0,-0.038804716558506085
19940729,1995-07-31,1995,7,"AP-Trees baseline (static, no TC, lagged trade)",-0.001969274362119686,0.0,0.0,0.0,0.0,0.0,-0.001969274362119686
19940831,1995-08-31,1995,8,"AP-Trees baseline (static, no TC, lagged trade)",0.024052765773704046,0.0,0.0,0.0,0.0,0.0,0.024052765773704046
19940930,1995-09-30,1995,9,"AP-Trees baseline (static, no TC, lagged trade)",0.026773685460046933,0.0,0.0,0.0,0.0,0.0,0.026773685460046933
19941031,1995-10-31,1995,10,"AP-Trees baseline (static, no TC, lagged trade)",-0.008440696345591348,0.0,0.0,0.0,0.0,0.0,-0.008440696345591348
19941130,1995-11-30,1995,11,"AP-Trees baseline (static, no TC, lagged trade)",-0.043640376028297796,0.0,0.0,0.0,0.0,0.0,-0.043640376028297796
19941230,1995-12-31,1995,12,"AP-Trees baseline (static, no TC, lagged trade)",-0.04391402733816746,0.0,0.0,0.0,0.0,0.0,-0.04391402733816746
19950131,1996-01-31,1996,1,"AP-Trees baseline (static, no TC, lagged trade)",0.06796758754183353,0.0,0.0,0.0,0.0,0.0,0.06796758754183353
19950228,1996-02-29,1996,2,"AP-Trees baseline (static, no TC, lagged trade)",0.016762752845619018,0.0,0.0,0.0,0.0,0.0,0.016762752845619018
19950331,1996-03-31,1996,3,"AP-Trees baseline (static, no TC, lagged trade)",0.028883064124370365,0.0,0.0,0.0,0.0,0.0,0.028883064124370365
19950428,1996-04-30,1996,4,"AP-Trees baseline (static, no TC, lagged trade)",0.02774335727440391,0.0,0.0,0.0,0.0,0.0,0.02774335727440391
19950531,1996-05-31,1996,5,"AP-Trees baseline (static, no TC, lagged trade)",0.017424626797991293,0.0,0.0,0.0,0.0,0.0,0.017424626797991293
19950630,1996-06-30,1996,6,"AP-Trees baseline (static, no TC, lagged trade)",0.057979447766509554,0.0,0.0,0.0,0.0,0.0,0.057979447766509554
